"playerID","yearID","stint","teamID","lgID","AB","HR","HRrate"
"alicelu01",1993,1,"SLN","NL",362,3,0.00828729281767956
"alicelu01",1994,1,"SLN","NL",205,5,0.024390243902439
"alicelu01",1995,1,"BOS","AL",419,6,0.0143198090692124
"alicelu01",1996,1,"SLN","NL",380,5,0.0131578947368421
"alicelu01",1997,1,"ANA","AL",388,5,0.0128865979381443
"alicelu01",1998,1,"TEX","AL",259,6,0.0231660231660232
"alicelu01",2000,1,"TEX","AL",540,6,0.0111111111111111
"alicelu01",2001,1,"KCA","AL",387,4,0.0103359173126615
"alicelu01",2002,1,"KCA","AL",237,1,0.00421940928270042
"allanan01",1986,1,"CLE","AL",293,1,0.00341296928327645
"allanan01",1988,1,"CLE","AL",434,5,0.0115207373271889
"allanan01",1989,1,"CLE","AL",323,3,0.00928792569659443
"allenbe01",1970,1,"WS2","AL",261,8,0.0306513409961686
"allenbe01",1971,1,"WS2","AL",229,4,0.0174672489082969
"allenbe01",1972,1,"NYA","AL",220,9,0.0409090909090909
"allench01",1999,1,"MIN","AL",481,10,0.0207900207900208
"allendi01",1970,1,"SLN","NL",459,34,0.0740740740740741
"allendi01",1971,1,"LAN","NL",549,23,0.0418943533697632
"allendi01",1972,1,"CHA","AL",506,37,0.0731225296442688
"allendi01",1973,1,"CHA","AL",250,16,0.064
"allendi01",1974,1,"CHA","AL",462,32,0.0692640692640693
"allendi01",1975,1,"PHI","NL",416,12,0.0288461538461539
"allendi01",1976,1,"PHI","NL",298,15,0.0503355704697987
"allenga01",1979,1,"BOS","AL",241,3,0.012448132780083
"allenga01",1982,1,"BOS","AL",264,6,0.0227272727272727
"allenga01",1983,1,"BOS","AL",230,3,0.0130434782608696
"allengr01",2018,1,"CLE","AL",265,2,0.00754716981132075
"allengr01",2019,1,"CLE","AL",231,4,0.0173160173160173
"allenja02",1983,1,"SEA","AL",273,4,0.0146520146520147
"allenje01",1996,1,"PIT","NL",229,4,0.0174672489082969
"allenje01",1997,1,"PIT","NL",369,3,0.00813008130081301
"allenje01",1998,1,"PIT","NL",233,3,0.0128755364806867
"allenni02",2022,1,"OAK","AL",299,4,0.0133779264214047
"allenni02",2023,1,"OAK","AL",303,4,0.0132013201320132
"alleyge01",1970,1,"PIT","NL",426,8,0.0187793427230047
"alleyge01",1971,1,"PIT","NL",348,6,0.0172413793103448
"alleyge01",1972,1,"PIT","NL",347,3,0.00864553314121038
"almonbi01",1977,1,"SDN","NL",613,2,0.0032626427406199
"almonbi01",1981,1,"CHA","AL",349,4,0.0114613180515759
"almonbi01",1982,1,"CHA","AL",308,4,0.012987012987013
"almonbi01",1983,1,"OAK","AL",451,4,0.00886917960088692
"almonbi01",1984,1,"OAK","AL",211,7,0.033175355450237
"almonbi01",1985,1,"PIT","NL",244,6,0.0245901639344262
"almoral01",2017,1,"CHN","NL",299,8,0.0267558528428094
"almoral01",2018,1,"CHN","NL",444,5,0.0112612612612613
"almoral01",2019,1,"CHN","NL",339,12,0.0353982300884956
"almoral01",2022,1,"CIN","NL",215,5,0.0232558139534884
"alomaro01",1988,1,"SDN","NL",545,9,0.0165137614678899
"alomaro01",1989,1,"SDN","NL",623,7,0.0112359550561798
"alomaro01",1990,1,"SDN","NL",586,6,0.0102389078498294
"alomaro01",1991,1,"TOR","AL",637,9,0.0141287284144427
"alomaro01",1992,1,"TOR","AL",571,8,0.0140105078809107
"alomaro01",1993,1,"TOR","AL",589,17,0.0288624787775891
"alomaro01",1994,1,"TOR","AL",392,8,0.0204081632653061
"alomaro01",1995,1,"TOR","AL",517,13,0.0251450676982592
"alomaro01",1996,1,"BAL","AL",588,22,0.0374149659863946
"alomaro01",1997,1,"BAL","AL",412,14,0.0339805825242718
"alomaro01",1998,1,"BAL","AL",588,14,0.0238095238095238
"alomaro01",1999,1,"CLE","AL",563,24,0.0426287744227353
"alomaro01",2000,1,"CLE","AL",610,19,0.0311475409836066
"alomaro01",2001,1,"CLE","AL",575,20,0.0347826086956522
"alomaro01",2002,1,"NYN","NL",590,11,0.0186440677966102
"alomaro01",2003,1,"NYN","NL",263,2,0.00760456273764258
"alomaro01",2003,2,"CHA","AL",253,3,0.0118577075098814
"alomasa01",1970,1,"CAL","AL",672,2,0.00297619047619048
"alomasa01",1971,1,"CAL","AL",689,4,0.0058055152394775
"alomasa01",1972,1,"CAL","AL",610,1,0.00163934426229508
"alomasa01",1974,2,"NYA","AL",279,1,0.003584229390681
"alomasa01",1975,1,"NYA","AL",489,2,0.00408997955010225
"alomasa02",1990,1,"CLE","AL",445,9,0.0202247191011236
"alomasa02",1992,1,"CLE","AL",299,2,0.00668896321070234
"alomasa02",1993,1,"CLE","AL",215,6,0.027906976744186
"alomasa02",1994,1,"CLE","AL",292,14,0.047945205479452
"alomasa02",1995,1,"CLE","AL",203,10,0.0492610837438424
"alomasa02",1996,1,"CLE","AL",418,11,0.0263157894736842
"alomasa02",1997,1,"CLE","AL",451,21,0.0465631929046563
"alomasa02",1998,1,"CLE","AL",409,6,0.0146699266503667
"alomasa02",2000,1,"CLE","AL",356,7,0.0196629213483146
"alomasa02",2001,1,"CHA","AL",220,4,0.0181818181818182
"alonspe01",2019,1,"NYN","NL",597,53,0.0887772194304858
"alonspe01",2020,1,"NYN","NL",208,16,0.0769230769230769
"alonspe01",2021,1,"NYN","NL",561,37,0.0659536541889483
"alonspe01",2022,1,"NYN","NL",597,40,0.067001675041876
"alonspe01",2023,1,"NYN","NL",568,46,0.0809859154929578
"alonspe01",2024,1,"NYN","NL",608,34,0.055921052631579
"alonspe01",2025,1,"NYN","NL",624,38,0.0608974358974359
"alonsyo01",2012,1,"SDN","NL",549,9,0.0163934426229508
"alonsyo01",2013,1,"SDN","NL",334,6,0.0179640718562874
"alonsyo01",2014,1,"SDN","NL",267,7,0.0262172284644195
"alonsyo01",2015,1,"SDN","NL",354,5,0.0141242937853107
"alonsyo01",2016,1,"OAK","AL",482,7,0.0145228215767635
"alonsyo01",2017,1,"OAK","AL",319,22,0.0689655172413793
"alonsyo01",2018,1,"CLE","AL",516,23,0.0445736434108527
"alonsyo01",2019,1,"CHA","AL",219,7,0.0319634703196347
"aloufe01",1970,1,"OAK","AL",575,8,0.0139130434782609
"aloufe01",1971,2,"NYA","AL",461,8,0.017353579175705
"aloufe01",1972,1,"NYA","AL",324,6,0.0185185185185185
"aloufe01",1973,1,"NYA","AL",280,4,0.0142857142857143
"alouje01",1970,1,"HOU","NL",458,1,0.00218340611353712
"alouje01",1971,1,"HOU","NL",433,2,0.0046189376443418
"alouje01",1974,1,"OAK","AL",220,2,0.00909090909090909
"alouma01",1970,1,"PIT","NL",677,1,0.00147710487444609
"alouma01",1971,1,"SLN","NL",609,7,0.0114942528735632
"alouma01",1972,1,"SLN","NL",404,3,0.00742574257425743
"alouma01",1973,1,"NYA","AL",497,2,0.00402414486921529
"aloumo01",1992,1,"MON","NL",341,9,0.0263929618768328
"aloumo01",1993,1,"MON","NL",482,18,0.037344398340249
"aloumo01",1994,1,"MON","NL",422,22,0.0521327014218009
"aloumo01",1995,1,"MON","NL",344,14,0.0406976744186047
"aloumo01",1996,1,"MON","NL",540,21,0.0388888888888889
"aloumo01",1997,1,"FLO","NL",538,23,0.0427509293680297
"aloumo01",1998,1,"HOU","NL",584,38,0.0650684931506849
"aloumo01",2000,1,"HOU","NL",454,30,0.066079295154185
"aloumo01",2001,1,"HOU","NL",513,27,0.0526315789473684
"aloumo01",2002,1,"CHN","NL",484,15,0.0309917355371901
"aloumo01",2003,1,"CHN","NL",565,22,0.0389380530973451
"aloumo01",2004,1,"CHN","NL",601,39,0.064891846921797
"aloumo01",2005,1,"SFN","NL",427,19,0.0444964871194379
"aloumo01",2006,1,"SFN","NL",345,22,0.063768115942029
"aloumo01",2007,1,"NYN","NL",328,13,0.0396341463414634
"altheaa01",2017,1,"PHI","NL",372,19,0.0510752688172043
"altheaa01",2018,1,"PHI","NL",243,8,0.0329218106995885
"altuvjo01",2011,1,"HOU","NL",221,2,0.00904977375565611
"altuvjo01",2012,1,"HOU","NL",576,7,0.0121527777777778
"altuvjo01",2013,1,"HOU","AL",626,5,0.00798722044728434
"altuvjo01",2014,1,"HOU","AL",660,7,0.0106060606060606
"altuvjo01",2015,1,"HOU","AL",638,15,0.0235109717868339
"altuvjo01",2016,1,"HOU","AL",640,24,0.0375
"altuvjo01",2017,1,"HOU","AL",590,24,0.0406779661016949
"altuvjo01",2018,1,"HOU","AL",534,13,0.0243445692883895
"altuvjo01",2019,1,"HOU","AL",500,31,0.062
"altuvjo01",2021,1,"HOU","AL",601,31,0.0515806988352745
"altuvjo01",2022,1,"HOU","AL",527,28,0.0531309297912713
"altuvjo01",2023,1,"HOU","AL",360,17,0.0472222222222222
"altuvjo01",2024,1,"HOU","AL",628,20,0.0318471337579618
"altuvjo01",2025,1,"HOU","AL",588,26,0.0442176870748299
"alvarfr01",2023,1,"NYN","NL",382,25,0.0654450261780105
"alvarfr01",2024,1,"NYN","NL",308,11,0.0357142857142857
"alvarfr01",2025,1,"NYN","NL",246,11,0.0447154471544715
"alvarlu01",1972,1,"CHA","AL",254,4,0.015748031496063
"alvarpe01",2010,1,"PIT","NL",347,16,0.0461095100864553
"alvarpe01",2011,1,"PIT","NL",235,4,0.0170212765957447
"alvarpe01",2012,1,"PIT","NL",525,30,0.0571428571428571
"alvarpe01",2013,1,"PIT","NL",558,36,0.0645161290322581
"alvarpe01",2014,1,"PIT","NL",398,18,0.0452261306532663
"alvarpe01",2015,1,"PIT","NL",437,27,0.0617848970251716
"alvarpe01",2016,1,"BAL","AL",337,22,0.0652818991097923
"alvaryo01",2019,1,"HOU","AL",313,27,0.0862619808306709
"alvaryo01",2021,1,"HOU","AL",537,33,0.0614525139664805
"alvaryo01",2022,1,"HOU","AL",470,37,0.0787234042553191
"alvaryo01",2023,1,"HOU","AL",410,31,0.075609756097561
"alvaryo01",2024,1,"HOU","AL",552,35,0.0634057971014493
"alyeabr01",1970,1,"MIN","AL",258,16,0.062015503875969
"amarari01",1993,1,"SEA","AL",373,1,0.00268096514745308
"amarari01",1994,1,"SEA","AL",228,4,0.0175438596491228
"amarari01",1995,1,"SEA","AL",238,2,0.00840336134453781
"amarari01",1996,1,"SEA","AL",312,1,0.0032051282051282
"amarial01",2012,2,"SDN","NL",275,5,0.0181818181818182
"amarial01",2013,1,"SDN","NL",368,5,0.0135869565217391
"amarial01",2014,1,"SDN","NL",423,5,0.0118203309692671
"amarial01",2015,1,"SDN","NL",324,3,0.00925925925925926
"amaroru02",1992,1,"PHI","NL",374,7,0.018716577540107
"amayami01",2024,1,"CHN","NL",328,8,0.024390243902439
"amezaal01",2006,1,"FLO","NL",334,3,0.00898203592814371
"amezaal01",2007,1,"FLO","NL",400,2,0.005
"amezaal01",2008,1,"FLO","NL",311,3,0.00964630225080386
"anderbr01",1989,1,"BAL","AL",266,4,0.0150375939849624
"anderbr01",1990,1,"BAL","AL",234,3,0.0128205128205128
"anderbr01",1991,1,"BAL","AL",256,2,0.0078125
"anderbr01",1992,1,"BAL","AL",623,21,0.0337078651685393
"anderbr01",1993,1,"BAL","AL",560,13,0.0232142857142857
"anderbr01",1994,1,"BAL","AL",453,12,0.0264900662251656
"anderbr01",1995,1,"BAL","AL",554,16,0.0288808664259928
"anderbr01",1996,1,"BAL","AL",579,50,0.0863557858376511
"anderbr01",1997,1,"BAL","AL",590,18,0.0305084745762712
"anderbr01",1998,1,"BAL","AL",479,18,0.0375782881002088
"anderbr01",1999,1,"BAL","AL",564,24,0.0425531914893617
"anderbr01",2000,1,"BAL","AL",506,19,0.0375494071146245
"anderbr01",2001,1,"BAL","AL",430,8,0.0186046511627907
"anderbr03",2006,1,"CHA","AL",365,8,0.0219178082191781
"anderbr06",2018,1,"MIA","NL",590,11,0.0186440677966102
"anderbr06",2019,1,"MIA","NL",459,20,0.0435729847494553
"anderbr06",2020,1,"MIA","NL",200,11,0.055
"anderbr06",2021,1,"MIA","NL",233,7,0.0300429184549356
"anderbr06",2022,1,"MIA","NL",338,8,0.0236686390532544
"anderbr06",2023,1,"MIL","NL",318,9,0.0283018867924528
"anderda02",1984,1,"LAN","NL",374,3,0.00802139037433155
"anderda02",1985,1,"LAN","NL",221,4,0.0180995475113122
"anderda02",1986,1,"LAN","NL",216,1,0.00462962962962963
"anderda02",1987,1,"LAN","NL",265,1,0.00377358490566038
"anderda02",1988,1,"LAN","NL",285,2,0.00701754385964912
"anderda02",1991,1,"SFN","NL",226,2,0.00884955752212390
"anderga01",1995,1,"CAL","AL",374,16,0.0427807486631016
"anderga01",1996,1,"CAL","AL",607,12,0.0197693574958814
"anderga01",1997,1,"ANA","AL",624,8,0.0128205128205128
"anderga01",1998,1,"ANA","AL",622,15,0.0241157556270096
"anderga01",1999,1,"ANA","AL",620,21,0.0338709677419355
"anderga01",2000,1,"ANA","AL",647,35,0.0540958268933539
"anderga01",2001,1,"ANA","AL",672,28,0.0416666666666667
"anderga01",2002,1,"ANA","AL",638,29,0.0454545454545455
"anderga01",2003,1,"ANA","AL",638,29,0.0454545454545455
"anderga01",2004,1,"ANA","AL",442,14,0.0316742081447964
"anderga01",2005,1,"LAA","AL",575,17,0.0295652173913044
"anderga01",2006,1,"LAA","AL",543,17,0.0313075506445672
"anderga01",2007,1,"LAA","AL",417,16,0.0383693045563549
"anderga01",2008,1,"LAA","AL",557,15,0.0269299820466786
"anderga01",2009,1,"ATL","NL",496,13,0.0262096774193548
"anderji01",1979,1,"CAL","AL",234,3,0.0128205128205128
"anderji01",1980,1,"SEA","AL",317,8,0.0252365930599369
"anderma02",1999,1,"PHI","NL",452,5,0.0110619469026549
"anderma02",2001,1,"PHI","NL",522,11,0.0210727969348659
"anderma02",2002,1,"PHI","NL",539,8,0.0148423005565863
"anderma02",2003,1,"TBA","AL",482,6,0.012448132780083
"anderma02",2004,1,"SLN","NL",253,8,0.0316205533596838
"anderma02",2005,1,"NYN","NL",235,7,0.0297872340425532
"anderma02",2006,1,"WAS","NL",215,5,0.0232558139534884
"andermi01",1974,1,"PHI","NL",395,5,0.0126582278481013
"andermi01",1975,1,"PHI","NL",247,4,0.0161943319838057
"anderti01",2016,1,"CHA","AL",410,9,0.0219512195121951
"anderti01",2017,1,"CHA","AL",587,17,0.0289608177172061
"anderti01",2018,1,"CHA","AL",567,20,0.0352733686067019
"anderti01",2019,1,"CHA","AL",498,18,0.036144578313253
"anderti01",2020,1,"CHA","AL",208,10,0.0480769230769231
"anderti01",2021,1,"CHA","AL",527,17,0.032258064516129
"anderti01",2022,1,"CHA","AL",332,6,0.0180722891566265
"anderti01",2023,1,"CHA","AL",493,1,0.00202839756592292
"andinro01",2011,1,"BAL","AL",457,5,0.0109409190371991
"andinro01",2012,1,"BAL","AL",384,7,0.0182291666666667
"andremi01",1970,1,"BOS","AL",589,17,0.0288624787775891
"andremi01",1971,1,"CHA","AL",330,12,0.0363636363636364
"andremi01",1972,1,"CHA","AL",505,7,0.0138613861386139
"andresh01",1995,1,"MON","NL",220,8,0.0363636363636364
"andresh01",1996,1,"MON","NL",375,19,0.0506666666666667
"andresh01",1998,1,"MON","NL",492,25,0.0508130081300813
"andresh01",1999,1,"MON","NL",281,11,0.0391459074733096
"andruel01",2009,1,"TEX","AL",480,6,0.0125
"andruel01",2011,1,"TEX","AL",587,5,0.00851788756388416
"andruel01",2012,1,"TEX","AL",629,3,0.00476947535771065
"andruel01",2013,1,"TEX","AL",620,4,0.00645161290322581
"andruel01",2014,1,"TEX","AL",619,2,0.00323101777059774
"andruel01",2015,1,"TEX","AL",596,7,0.011744966442953
"andruel01",2016,1,"TEX","AL",506,8,0.0158102766798419
"andruel01",2017,1,"TEX","AL",643,20,0.031104199066874
"andruel01",2018,1,"TEX","AL",395,6,0.0151898734177215
"andruel01",2019,1,"TEX","AL",600,12,0.02
"andruel01",2021,1,"OAK","AL",497,3,0.00603621730382294
"andruel01",2022,1,"OAK","AL",354,8,0.0225988700564972
"andruel01",2023,1,"CHA","AL",374,6,0.0160427807486631
"andujmi01",2018,1,"NYA","AL",573,27,0.0471204188481675
"andujmi01",2024,1,"OAK","AL",302,4,0.0132450331125828
"andujmi01",2025,1,"ATH","AL",218,6,0.0275229357798165
"ankieri01",2008,1,"SLN","NL",413,25,0.0605326876513317
"ankieri01",2009,1,"SLN","NL",372,11,0.0295698924731183
"ankieri01",2011,1,"WAS","NL",380,9,0.0236842105263158
"anthoer01",1990,1,"HOU","NL",239,10,0.0418410041841004
"anthoer01",1992,1,"HOU","NL",440,19,0.0431818181818182
"anthoer01",1993,1,"HOU","NL",486,15,0.0308641975308642
"anthoer01",1994,1,"SEA","AL",262,10,0.0381679389312977
"anthoro01",2025,1,"BOS","AL",257,8,0.0311284046692607
"aokino01",2012,1,"MIL","NL",520,10,0.0192307692307692
"aokino01",2013,1,"MIL","NL",597,8,0.0134003350083752
"aokino01",2014,1,"KCA","AL",491,1,0.00203665987780041
"aokino01",2015,1,"SFN","NL",355,5,0.0140845070422535
"aokino01",2016,1,"SEA","AL",417,4,0.00959232613908873
"aokino01",2017,1,"HOU","AL",202,2,0.0099009900990099
"aparilu01",1970,1,"CHA","AL",552,5,0.00905797101449275
"aparilu01",1971,1,"BOS","AL",491,4,0.00814663951120163
"aparilu01",1972,1,"BOS","AL",436,3,0.00688073394495413
"aquinar01",2019,1,"CIN","NL",205,19,0.0926829268292683
"aquinar01",2022,1,"CIN","NL",259,10,0.0386100386100386
"arandjo01",2025,1,"TBA","AL",370,14,0.0378378378378378
"arciaor01",2016,1,"MIL","NL",201,4,0.0199004975124378
"arciaor01",2017,1,"MIL","NL",506,15,0.0296442687747036
"arciaor01",2018,1,"MIL","NL",348,3,0.00862068965517241
"arciaor01",2019,1,"MIL","NL",494,15,0.0303643724696356
"arciaor01",2022,1,"ATL","NL",209,9,0.0430622009569378
