"n","y","prior_variance","posterior_variance","posterior_less_than_prior"
12,2,0.0833333333333333,0.0112244897959184,TRUE
12,3,0.0833333333333333,0.0136054421768707,TRUE
12,4,0.0833333333333333,0.0153061224489796,TRUE
12,5,0.0833333333333333,0.0163265306122449,TRUE
12,6,0.0833333333333333,0.0166666666666667,TRUE
12,7,0.0833333333333333,0.0163265306122449,TRUE
12,8,0.0833333333333333,0.0153061224489796,TRUE
12,9,0.0833333333333333,0.0136054421768707,TRUE
12,10,0.0833333333333333,0.0112244897959184,TRUE
12,11,0.0833333333333333,0.00816326530612245,TRUE
12,12,0.0833333333333333,0.00442176870748299,TRUE
13,0,0.0833333333333333,0.00388888888888889,TRUE
13,1,0.0833333333333333,0.00722222222222222,TRUE
13,2,0.0833333333333333,0.01,TRUE
13,3,0.0833333333333333,0.0122222222222222,TRUE
13,4,0.0833333333333333,0.0138888888888889,TRUE
13,5,0.0833333333333333,0.015,TRUE
13,6,0.0833333333333333,0.0155555555555556,TRUE
13,7,0.0833333333333333,0.0155555555555556,TRUE
13,8,0.0833333333333333,0.015,TRUE
13,9,0.0833333333333333,0.0138888888888889,TRUE
13,10,0.0833333333333333,0.0122222222222222,TRUE
13,11,0.0833333333333333,0.01,TRUE
13,12,0.0833333333333333,0.00722222222222222,TRUE
13,13,0.0833333333333333,0.00388888888888889,TRUE
14,0,0.0833333333333333,0.00344669117647059,TRUE
14,1,0.0833333333333333,0.00643382352941176,TRUE
14,2,0.0833333333333333,0.00896139705882353,TRUE
14,3,0.0833333333333333,0.0110294117647059,TRUE
14,4,0.0833333333333333,0.0126378676470588,TRUE
14,5,0.0833333333333333,0.0137867647058824,TRUE
14,6,0.0833333333333333,0.0144761029411765,TRUE
14,7,0.0833333333333333,0.0147058823529412,TRUE
14,8,0.0833333333333333,0.0144761029411765,TRUE
14,9,0.0833333333333333,0.0137867647058824,TRUE
14,10,0.0833333333333333,0.0126378676470588,TRUE
14,11,0.0833333333333333,0.0110294117647059,TRUE
14,12,0.0833333333333333,0.00896139705882353,TRUE
14,13,0.0833333333333333,0.00643382352941176,TRUE
14,14,0.0833333333333333,0.00344669117647059,TRUE
15,0,0.0833333333333333,0.00307574009996155,TRUE
15,1,0.0833333333333333,0.00576701268742791,TRUE
15,2,0.0833333333333333,0.00807381776239908,TRUE
15,3,0.0833333333333333,0.00999615532487505,TRUE
15,4,0.0833333333333333,0.0115340253748558,TRUE
15,5,0.0833333333333333,0.0126874279123414,TRUE
15,6,0.0833333333333333,0.0134563629373318,TRUE
15,7,0.0833333333333333,0.013840830449827,TRUE
15,8,0.0833333333333333,0.013840830449827,TRUE
15,9,0.0833333333333333,0.0134563629373318,TRUE
15,10,0.0833333333333333,0.0126874279123414,TRUE
15,11,0.0833333333333333,0.0115340253748558,TRUE
15,12,0.0833333333333333,0.00999615532487505,TRUE
15,13,0.0833333333333333,0.00807381776239908,TRUE
15,14,0.0833333333333333,0.00576701268742791,TRUE
15,15,0.0833333333333333,0.00307574009996155,TRUE
16,0,0.0833333333333333,0.00276153346328785,TRUE
16,1,0.0833333333333333,0.00519818063677713,TRUE
16,2,0.0833333333333333,0.00730994152046784,TRUE
16,3,0.0833333333333333,0.00909681611435997,TRUE
16,4,0.0833333333333333,0.0105588044184535,TRUE
16,5,0.0833333333333333,0.0116959064327485,TRUE
16,6,0.0833333333333333,0.012508122157245,TRUE
16,7,0.0833333333333333,0.0129954515919428,TRUE
16,8,0.0833333333333333,0.0131578947368421,TRUE
16,9,0.0833333333333333,0.0129954515919428,TRUE
16,10,0.0833333333333333,0.012508122157245,TRUE
16,11,0.0833333333333333,0.0116959064327485,TRUE
16,12,0.0833333333333333,0.0105588044184535,TRUE
16,13,0.0833333333333333,0.00909681611435997,TRUE
16,14,0.0833333333333333,0.00730994152046784,TRUE
16,15,0.0833333333333333,0.00519818063677713,TRUE
16,16,0.0833333333333333,0.00276153346328785,TRUE
17,0,0.0833333333333333,0.00249307479224377,TRUE
17,1,0.0833333333333333,0.00470914127423823,TRUE
17,2,0.0833333333333333,0.00664819944598338,TRUE
17,3,0.0833333333333333,0.00831024930747922,TRUE
17,4,0.0833333333333333,0.00969529085872576,TRUE
17,5,0.0833333333333333,0.010803324099723,TRUE
17,6,0.0833333333333333,0.0116343490304709,TRUE
17,7,0.0833333333333333,0.0121883656509695,TRUE
17,8,0.0833333333333333,0.0124653739612188,TRUE
17,9,0.0833333333333333,0.0124653739612188,TRUE
17,10,0.0833333333333333,0.0121883656509695,TRUE
17,11,0.0833333333333333,0.0116343490304709,TRUE
17,12,0.0833333333333333,0.010803324099723,TRUE
17,13,0.0833333333333333,0.00969529085872576,TRUE
17,14,0.0833333333333333,0.00831024930747922,TRUE
17,15,0.0833333333333333,0.00664819944598338,TRUE
17,16,0.0833333333333333,0.00470914127423823,TRUE
17,17,0.0833333333333333,0.00249307479224377,TRUE
18,0,0.0833333333333333,0.00226190476190476,TRUE
18,1,0.0833333333333333,0.00428571428571429,TRUE
18,2,0.0833333333333333,0.00607142857142857,TRUE
18,3,0.0833333333333333,0.00761904761904762,TRUE
18,4,0.0833333333333333,0.00892857142857143,TRUE
18,5,0.0833333333333333,0.01,TRUE
18,6,0.0833333333333333,0.0108333333333333,TRUE
18,7,0.0833333333333333,0.0114285714285714,TRUE
18,8,0.0833333333333333,0.0117857142857143,TRUE
18,9,0.0833333333333333,0.0119047619047619,TRUE
18,10,0.0833333333333333,0.0117857142857143,TRUE
18,11,0.0833333333333333,0.0114285714285714,TRUE
18,12,0.0833333333333333,0.0108333333333333,TRUE
18,13,0.0833333333333333,0.01,TRUE
18,14,0.0833333333333333,0.00892857142857143,TRUE
18,15,0.0833333333333333,0.00761904761904762,TRUE
18,16,0.0833333333333333,0.00607142857142857,TRUE
18,17,0.0833333333333333,0.00428571428571429,TRUE
18,18,0.0833333333333333,0.00226190476190476,TRUE
19,0,0.0833333333333333,0.0020614306328592,TRUE
19,1,0.0833333333333333,0.00391671820243249,TRUE
19,2,0.0833333333333333,0.00556586270871985,TRUE
19,3,0.0833333333333333,0.0070088641517213,TRUE
19,4,0.0833333333333333,0.00824572253143682,TRUE
19,5,0.0833333333333333,0.00927643784786642,TRUE
19,6,0.0833333333333333,0.0101010101010101,TRUE
19,7,0.0833333333333333,0.0107194392908679,TRUE
19,8,0.0833333333333333,0.0111317254174397,TRUE
19,9,0.0833333333333333,0.0113378684807256,TRUE
19,10,0.0833333333333333,0.0113378684807256,TRUE
19,11,0.0833333333333333,0.0111317254174397,TRUE
19,12,0.0833333333333333,0.0107194392908679,TRUE
19,13,0.0833333333333333,0.0101010101010101,TRUE
19,14,0.0833333333333333,0.00927643784786642,TRUE
19,15,0.0833333333333333,0.00824572253143682,TRUE
19,16,0.0833333333333333,0.0070088641517213,TRUE
19,17,0.0833333333333333,0.00556586270871985,TRUE
19,18,0.0833333333333333,0.00391671820243249,TRUE
19,19,0.0833333333333333,0.0020614306328592,TRUE
20,0,0.0833333333333333,0.00188645346748114,TRUE
20,1,0.0833333333333333,0.00359324469996407,TRUE
20,2,0.0833333333333333,0.0051203736974488,TRUE
20,3,0.0833333333333333,0.00646784045993532,TRUE
20,4,0.0833333333333333,0.00763564498742364,TRUE
20,5,0.0833333333333333,0.00862378727991376,TRUE
20,6,0.0833333333333333,0.00943226733740568,TRUE
20,7,0.0833333333333333,0.0100610851598994,TRUE
20,8,0.0833333333333333,0.0105102407473949,TRUE
20,9,0.0833333333333333,0.0107797340998922,TRUE
20,10,0.0833333333333333,0.0108695652173913,TRUE
20,11,0.0833333333333333,0.0107797340998922,TRUE
20,12,0.0833333333333333,0.0105102407473949,TRUE
20,13,0.0833333333333333,0.0100610851598994,TRUE
20,14,0.0833333333333333,0.00943226733740568,TRUE
20,15,0.0833333333333333,0.00862378727991376,TRUE
20,16,0.0833333333333333,0.00763564498742364,TRUE
20,17,0.0833333333333333,0.00646784045993532,TRUE
20,18,0.0833333333333333,0.0051203736974488,TRUE
20,19,0.0833333333333333,0.00359324469996407,TRUE
20,20,0.0833333333333333,0.00188645346748114,TRUE
21,0,0.0833333333333333,0.00173282923755514,TRUE
21,1,0.0833333333333333,0.00330812854442344,TRUE
21,2,0.0833333333333333,0.00472589792060491,TRUE
21,3,0.0833333333333333,0.00598613736609956,TRUE
21,4,0.0833333333333333,0.00708884688090737,TRUE
21,5,0.0833333333333333,0.00803402646502836,TRUE
21,6,0.0833333333333333,0.00882167611846251,TRUE
21,7,0.0833333333333333,0.00945179584120983,TRUE
21,8,0.0833333333333333,0.00992438563327032,TRUE
21,9,0.0833333333333333,0.010239445494644,TRUE
21,10,0.0833333333333333,0.0103969754253308,TRUE
21,11,0.0833333333333333,0.0103969754253308,TRUE
21,12,0.0833333333333333,0.010239445494644,TRUE
21,13,0.0833333333333333,0.00992438563327032,TRUE
21,14,0.0833333333333333,0.00945179584120983,TRUE
21,15,0.0833333333333333,0.00882167611846251,TRUE
21,16,0.0833333333333333,0.00803402646502836,TRUE
21,17,0.0833333333333333,0.00708884688090737,TRUE
21,18,0.0833333333333333,0.00598613736609956,TRUE
21,19,0.0833333333333333,0.00472589792060491,TRUE
21,20,0.0833333333333333,0.00330812854442344,TRUE
21,21,0.0833333333333333,0.00173282923755514,TRUE
22,0,0.0833333333333333,0.00159722222222222,TRUE
22,1,0.0833333333333333,0.00305555555555556,TRUE
22,2,0.0833333333333333,0.004375,TRUE
22,3,0.0833333333333333,0.00555555555555556,TRUE
22,4,0.0833333333333333,0.00659722222222222,TRUE
22,5,0.0833333333333333,0.0075,TRUE
22,6,0.0833333333333333,0.00826388888888889,TRUE
22,7,0.0833333333333333,0.00888888888888889,TRUE
22,8,0.0833333333333333,0.009375,TRUE
22,9,0.0833333333333333,0.00972222222222222,TRUE
22,10,0.0833333333333333,0.00993055555555556,TRUE
22,11,0.0833333333333333,0.01,TRUE
22,12,0.0833333333333333,0.00993055555555556,TRUE
22,13,0.0833333333333333,0.00972222222222222,TRUE
22,14,0.0833333333333333,0.009375,TRUE
22,15,0.0833333333333333,0.00888888888888889,TRUE
22,16,0.0833333333333333,0.00826388888888889,TRUE
22,17,0.0833333333333333,0.0075,TRUE
22,18,0.0833333333333333,0.00659722222222222,TRUE
22,19,0.0833333333333333,0.00555555555555556,TRUE
22,20,0.0833333333333333,0.004375,TRUE
22,21,0.0833333333333333,0.00305555555555556,TRUE
22,22,0.0833333333333333,0.00159722222222222,TRUE
23,0,0.0833333333333333,0.00147692307692308,TRUE
23,1,0.0833333333333333,0.00283076923076923,TRUE
23,2,0.0833333333333333,0.00406153846153846,TRUE
23,3,0.0833333333333333,0.00516923076923077,TRUE
23,4,0.0833333333333333,0.00615384615384615,TRUE
23,5,0.0833333333333333,0.00701538461538461,TRUE
23,6,0.0833333333333333,0.00775384615384615,TRUE
23,7,0.0833333333333333,0.00836923076923077,TRUE
23,8,0.0833333333333333,0.00886153846153846,TRUE
23,9,0.0833333333333333,0.00923076923076923,TRUE
23,10,0.0833333333333333,0.00947692307692308,TRUE
23,11,0.0833333333333333,0.0096,TRUE
23,12,0.0833333333333333,0.0096,TRUE
23,13,0.0833333333333333,0.00947692307692308,TRUE
23,14,0.0833333333333333,0.00923076923076923,TRUE
23,15,0.0833333333333333,0.00886153846153846,TRUE
23,16,0.0833333333333333,0.00836923076923077,TRUE
23,17,0.0833333333333333,0.00775384615384615,TRUE
23,18,0.0833333333333333,0.00701538461538461,TRUE
23,19,0.0833333333333333,0.00615384615384615,TRUE
23,20,0.0833333333333333,0.00516923076923077,TRUE
23,21,0.0833333333333333,0.00406153846153846,TRUE
23,22,0.0833333333333333,0.00283076923076923,TRUE
23,23,0.0833333333333333,0.00147692307692308,TRUE
24,0,0.0833333333333333,0.00136971290817445,TRUE
24,1,0.0833333333333333,0.00262984878369494,TRUE
24,2,0.0833333333333333,0.00378040762656147,TRUE
24,3,0.0833333333333333,0.00482138943677405,TRUE
24,4,0.0833333333333333,0.00575279421433268,TRUE
24,5,0.0833333333333333,0.00657462195923734,TRUE
24,6,0.0833333333333333,0.00728687267148806,TRUE
24,7,0.0833333333333333,0.00788954635108481,TRUE
24,8,0.0833333333333333,0.00838264299802761,TRUE
24,9,0.0833333333333333,0.00876616261231646,TRUE
24,10,0.0833333333333333,0.00904010519395135,TRUE
24,11,0.0833333333333333,0.00920447074293228,TRUE
24,12,0.0833333333333333,0.00925925925925926,TRUE
24,13,0.0833333333333333,0.00920447074293228,TRUE
24,14,0.0833333333333333,0.00904010519395135,TRUE
24,15,0.0833333333333333,0.00876616261231646,TRUE
24,16,0.0833333333333333,0.00838264299802761,TRUE
24,17,0.0833333333333333,0.00788954635108481,TRUE
24,18,0.0833333333333333,0.00728687267148806,TRUE
24,19,0.0833333333333333,0.00657462195923734,TRUE
24,20,0.0833333333333333,0.00575279421433268,TRUE
24,21,0.0833333333333333,0.00482138943677405,TRUE
24,22,0.0833333333333333,0.00378040762656147,TRUE
24,23,0.0833333333333333,0.00262984878369494,TRUE
24,24,0.0833333333333333,0.00136971290817445,TRUE
25,0,0.0833333333333333,0.00127376053301979,TRUE
25,1,0.0833333333333333,0.00244953948657652,TRUE
25,2,0.0833333333333333,0.00352733686067019,TRUE
25,3,0.0833333333333333,0.0045071526553008,TRUE
25,4,0.0833333333333333,0.00538898687046835,TRUE
25,5,0.0833333333333333,0.00617283950617284,TRUE
25,6,0.0833333333333333,0.00685871056241427,TRUE
25,7,0.0833333333333333,0.00744660003919263,TRUE
25,8,0.0833333333333333,0.00793650793650794,TRUE
25,9,0.0833333333333333,0.00832843425436018,TRUE
25,10,0.0833333333333333,0.00862237899274936,TRUE
25,11,0.0833333333333333,0.00881834215167548,TRUE
25,12,0.0833333333333333,0.00891632373113854,TRUE
25,13,0.0833333333333333,0.00891632373113854,TRUE
25,14,0.0833333333333333,0.00881834215167548,TRUE
25,15,0.0833333333333333,0.00862237899274936,TRUE
25,16,0.0833333333333333,0.00832843425436018,TRUE
25,17,0.0833333333333333,0.00793650793650794,TRUE
25,18,0.0833333333333333,0.00744660003919263,TRUE
25,19,0.0833333333333333,0.00685871056241427,TRUE
25,20,0.0833333333333333,0.00617283950617284,TRUE
25,21,0.0833333333333333,0.00538898687046835,TRUE
25,22,0.0833333333333333,0.0045071526553008,TRUE
25,23,0.0833333333333333,0.00352733686067019,TRUE
25,24,0.0833333333333333,0.00244953948657652,TRUE
25,25,0.0833333333333333,0.00127376053301979,TRUE
